school_number,school_name,percentage_alg_proficient,percentage_lit_proficient,percentage_bio_proficient,year
2798,WILLIAM ALLEN HS,23.6,42,32.9,2019
2809,CATASAUQUA SHS,45.8,33.7,34.9,2019
8325,EMMAUS HS,46.1,58.5,21.7,2019
8371,EXECUTIVE EDUCATION ACADEMY CHARTER SCHOOL,20.8,66.9,12.2,2019
5338,INNOVATIVE ARTS ACADEMY CS,7,52.6,7.1,2019
8125,LEHIGH CAREER & TECHNICAL INSTITUTE,6.3,14.3,37.2,2019
2818,LINCOLN LEADERSHIP ACADEMY CHARTER SCHOOL,27.9,23.1,35.2,2019
2821,NORTHERN LEHIGH SHS,32.4,72.1,46.9,2019
2829,NORTHWESTERN LEHIGH HS,52.8,45.9,37.3,2019
8401,PARKLAND HS,44.6,75,35.3,2019
2833,ROBERTO CLEMENTE CS,23.5,61,43.9,2019
2839,SALISBURY SHS,47.3,50,39.9,2019
2848,SOUTHERN LEHIGH SHS,34.1,58,26.9,2019
8446,WHITEHALL HS,35.4,71.1,43.1,2019
2869,CRESTWOOD SECONDARY CAMPUS,47.3,58.2,37.2,2019
5242,DALLAS SHS,47,62.1,35.5,2019
2891,GREATER NANTICOKE AREA SHS,33.6,59.1,28.2,2019
5151,HANOVER AREA JSHS,16.2,53.6,0,2019
7348,HAZLETON AREA CAREER CENTER,6.7,49.5,30.8,2019
2924,HAZLETON AREA HS,28.4,8.3,37.1,2019
2958,LAKE-LEHMAN JSHS,45.8,48.4,60.2,2019
5058,NORTHWEST AREA HS,45.8,57.6,35.3,2019
5059,PITTSTON AREA SHS,34.5,69.9,16.5,2019
6632,WEST SIDE CTC,7.4,60,,2019
3009,WILKES-BARRE AREA CTC,,20.4,16.7,2019
3008,ELMER L MEYERS JSHS,13.5,,20.8,2019
3007,G A R MEMORIAL JSHS,14.3,39.5,30.7,2019
8448,JAMES M COUGHLIN JSHS,25,32.1,63.6,2019
6390,WILKES-BARRE AREA SD STEM ACADEMY,45.5,50.5,34.7,2019
6391,WYOMING AREA SEC CTR,37.5,72.7,43.8,2019
6364,WYOMING VALLEY WEST SHS,36.2,50.3,47.6,2019
3034,HUGHESVILLE JSHS,62.2,59,50.3,2019
4828,JERSEY SHORE AREA SHS,45.5,67.7,32.7,2019
7291,LOYALSOCK TWP SHS,35.8,74.4,,2019
3040,LYCOMING CTC,,73.1,59.2,2019
3045,MONTGOMERY JSHS,61.2,,43.7,2019
3048,MONTOURSVILLE AREA SHS,46.8,85.7,34,2019
3056,MUNCY JSHS,35.8,64.6,60.5,2019
6368,SOUTH WILLIAMSPORT AREA JSHS,42,62.3,48.4,2019
4691,WILLIAMSPORT AREA SHS,44.4,70.4,61.5,2019
5245,BRADFORD AREA HS,44.9,63.3,36.1,2019
3107,KANE AREA HS,45.8,71.1,50,2019
3111,OTTO-ELDRED JSHS,44.2,63.9,44.9,2019
7013,PORT ALLEGANY JSHS,42.6,64.4,,2019
3117,SENECA HIGHLANDS CAREER AND TECHNICAL CENTER,,63.8,54.9,2019
6122,SMETHPORT AREA JSHS,36,63.3,64.3,2019
5248,COMMODORE PERRY JSHS,50,69,23.7,2019
3137,FARRELL AREA HS/UMS,21.6,27,47.2,2019
6125,GREENVILLE JSHS,49.1,62.3,0,2019
3145,GEORGE JR REPUBLIC HS,0,8.3,35.2,2019
3150,GROVE CITY AREA HS,41.9,57.4,54.6,2019
6126,HICKORY HS,52.6,64.9,65.1,2019
7506,JAMESTOWN AREA JSHS,46.5,67.4,13,2019
3155,KEYSTONE EDUCATION CENTER CS,6.4,12.2,42.4,2019
3158,LAKEVIEW HS,46.5,64.7,43.7,2019
6744,MERCER AREA SHS,63.4,62.9,,2019
3165,MERCER COUNTY CAREER CENTER,9.1,,46.3,2019
8093,REYNOLDS JSHS,37.3,65.7,43.8,2019
3124,SHARON HS,35.8,52.2,49.3,2019
6129,SHARPSVILLE AREA SHS,37.3,74,41.4,2019
8307,WEST MIDDLESEX AREA JSHS,51.4,62.9,,2019
8187,MIFFLIN COUNTY ACADEMY OF SCIENCE AND TECHNOLOGY,,,43.9,2019
7641,MIFFLIN CO HS,22.6,56.4,29.9,2019
6935,EAST STROUDSBURG SHS NORTH,34,47.9,35.6,2019
7866,EAST STROUDSBURG SHS SOUTH,43.6,52.9,50,2019
3210,EVERGREEN COMMUNITY CS,40,85.7,41.9,2019
3216,PLEASANT VALLEY HS,41.4,63.9,45.2,2019
7738,POCONO MOUNTAIN EAST HS,41.3,63.4,40.7,2019
3224,POCONO MOUNTAIN WEST HS,37.6,49.2,43.9,2019
3241,STROUDSBURG HS,45.7,62.7,38.4,2019
4967,ABINGTON SHS,50.5,64.4,25.6,2019
3260,CENTRAL MONTCO TECHNICAL HIGH SCHOOL,36.2,35.7,35.8,2019
3333,CHELTENHAM HS,32.4,54.2,34.4,2019
4822,PLYMOUTH-WHITEMARSH SHS,42.2,64.4,,2019
3272,EASTERN CENTER FOR ARTS & TECHNOLOGY,,,38.4,2019
8049,HATBORO-HORSHAM SHS,34.2,56.3,46.5,2019
3296,JENKINTOWN MIDDLE/HIGH SCHOOL,41.9,69.8,35.3,2019
3295,HARRITON SHS,36.7,65.8,29.7,2019
4960,LOWER MERION HS,35.9,67.3,41.6,2019
3305,LOWER MORELAND HS,46.2,69.4,30.7,2019
6729,METHACTON HS,45.6,67.8,36.1,2019
6998,NORRISTOWN AREA HS,37.8,61.7,,2019
4958,ROOSEVELT ALTERN SCH,,,,2019
5345,NORTH MONTCO TECH CAREER CENTER,,,32.9,2019
7687,NORTH PENN SHS,35.3,65.1,37.3,2019
3328,PENNSYLVANIA VIRTUAL CS,29.1,61.9,40.8,2019
3338,PERKIOMEN VALLEY HS,59.1,66.5,36.5,2019
3348,POTTSGROVE SHS,40.6,58.7,35.3,2019
3354,POTTSTOWN SHS,26.1,54.5,38.4,2019
3376,SOUDERTON AREA SHS,45.1,71.2,37.9,2019
3367,SPRINGFIELD TWP HS,46.1,66.9,30.1,2019
5078,SPRING-FORD SHS 9-12 CTR,31.7,71.3,38.8,2019
3395,UPPER DUBLIN HS,42.9,72.6,35.9,2019
3401,UPPER MERION HS,40.6,55.6,32.8,2019
5081,UPPER MORELAND HS,37.6,65.8,32.6,2019
3247,UPPER PERKIOMEN HS,46.2,60.8,36.2,2019
3425,WESTERN MONTGOMERY CTC,,54.3,38.2,2019
3434,WISSAHICKON SHS,39.9,66.2,43.1,2019
4957,DANVILLE AREA SHS,32.2,66.2,28.9,2019
3465,BANGOR AREA HS,48.9,48.4,30.5,2019
5286,FREEDOM HS,33.9,52.6,,2019
5109,LIBERTY HS,29.6,,,2019
3482,BETHLEHEM AVTS,0,23.1,35,2019
7681,CAREER INSTITUTE OF TECHNOLOGY,,61,51,2019
7634,EASTON AREA HS,41.8,80.4,50.7,2019
3495,LEHIGH VALLEY ACADEMY REGIONAL CS,38.5,72.8,41.7,2019
3505,LEHIGH VALLEY CHARTER HIGH SCHOOL FOR THE ARTS,49.3,64.6,42.5,2019
6439,NAZARETH AREA HS,45.3,62,43.4,2019
5352,NORTHAMPTON AREA HS,54.3,63.7,34.6,2019
3522,PEN ARGYL AREA HS,50.9,63.1,46.2,2019
3532,SAUCON VALLEY SHS,42.2,60.4,54.8,2019
3541,WILSON AREA HS,54.1,70.6,39.2,2019
6936,LINE MOUNTAIN HS,46.4,57.8,41.5,2019
7893,MILTON HS,40.5,58,44.4,2019
3569,MOUNT CARMEL AREA HS,50,67.6,40.5,2019
5103,SHAMOKIN AREA HS,47.7,59.9,46.8,2019
6341,SHIKELLAMY HS,32.1,59.8,60.4,2019
7930,WARRIOR RUN HS,36.9,66,54.5,2019
3589,GREENWOOD HS,56.6,56.4,28,2019
3596,NEWPORT HS,37,62.3,42.6,2019
8217,SUSQUENITA HS,35.8,61.9,23.1,2019
8148,WEST PERRY SHS,34.9,46.7,2.6,2019
7981,ACT ACADEMY CYBER CS,18.8,15.8,43.6,2019
7578,ASPIRA BILINGUAL CYBER CHARTER SCHOOL,4.7,58.4,4.8,2019
7510,BOYS LATIN OF PHILADELPHIA CS,39.6,11.9,30,2019
8127,CHARTER HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,3.8,51.5,24.3,2019
7665,COMMUNITY ACADEMY OF PHILADELPHIA CS,33.1,55.3,30.3,2019
8216,EASTERN UNIVERSITY ACADEMY CHARTER SCHOOL,10.5,57.7,13.6,2019
7744,ESPERANZA ACADEMY CHARTER SCHOOL,32.4,36.4,20.3,2019
7666,ESPERANZA CYBER CS,13.6,31.3,61.9,2019
7586,FIRST PHILADELPHIA PREPARATORY CHARTER SCHOOL,22.7,86.7,17,2019
7542,FRANKLIN TOWNE CHS,50.7,45.3,12.9,2019
8358,FREIRE CS,34,31.3,20.2,2019
7672,IMHOTEP INSTITUTE CHS,14.8,37,42.1,2019
7777,KIPP DUBOIS CHARTER SCHOOL,28.7,58.2,37.5,2019
7574,MARIANA BRACETTI ACADEMY CS,52.2,63.3,39.6,2019
7678,MARITIME ACADEMY CS,36.7,68.9,35.8,2019
7588,MAST COMMUNITY CHARTER SCHOOL,34.9,53.6,30.1,2019
7910,MASTERY CHS - LENFEST CAMPUS,35.3,39.8,35.6,2019
7909,MASTERY CS - HARDY WILLIAMS,31.2,55.4,9.7,2019
8207,MASTERY CS - THOMAS CAMPUS,33,35,14,2019
7961,MASTERY CS -SHOEMAKER CAMPUS,19.2,32.8,34.5,2019
7582,MASTERY CS-GRATZ CAMPUS,16.7,58.3,7,2019
7546,MASTERY CS-PICKETT CAMPUS,20.4,31,37.3,2019
7649,MATH CIVICS AND SCIENCES CS,8.2,64.7,37,2019
8205,MULTICULTURAL ACADEMY CS,64.7,58.3,7.9,2019
7685,NEW FOUNDATIONS CS,38.8,19.3,0,2019
7587,OLNEY CHARTER HIGH SCHOOL,7.6,60,50,2019
7904,PEOPLE FOR PEOPLE CS,13.3,69.2,64.6,2019
8039,PHILADELPHIA ACADEMY CS,44.2,78.9,62.1,2019
3847,ACADEMY AT PALUMBO,56.3,71,2,2019
7070,ARTS ACADEMY AT BENJAMIN RUSH,50.7,12.6,45.3,2019
8332,BARTRAM JOHN - MAIN,1.7,76.6,0,2019
7023,BODINE WILLIAM W HS,51.4,33.3,63.4,2019
3848,BUILDING 21,6.6,76.2,37,2019
7905,CARVER HS,55.7,57.1,18.2,2019
6996,CENTRAL HS,29.2,52.3,35.2,2019
3841,CONSTITUTION HS,44.3,64.3,6,2019
3849,CREATIVE AND PERFORMING ARTS,48.2,18.1,8.7,2019
3816,DOBBINS AVT HS,2.2,23.2,10.2,2019
3850,EDISON HS/FAREIRA SKILLS,9.1,25,3.8,2019
3851,FELS SAMUEL HS,14.7,19.6,20.3,2019
6822,FRANKFORD HS,10.6,14.3,27,2019
3818,FRANKLIN BENJAMIN HS,7.5,53,19.5,2019
7664,FRANKLIN LC,35.6,23.1,54.5,2019
3843,FURNESS HORACE HS,16.4,72.3,67.1,2019
7229,GAMP,60.6,82.8,52.5,2019
7852,GIRLS HS,71,59,3.1,2019
7855,HILL FREEDMAN WORLD ACADEMY,50.8,12.1,11.5,2019
8388,KENSINGTON CREATIVE & PERFORMING ARTS HS,14.8,29.2,2.6,2019
6675,KENSINGTON HEALTH SCIENCES,17.5,9.3,3.4,2019
7811,KENSINGTON HS,10.2,14,36.9,2019
3845,KING MARTIN LUTHER HS,2.2,47.1,17.1,2019
3842,LANKENAU HS,14.6,37,2.3,2019
3808,LINCOLN HS,15.9,12.7,20.5,2019
7815,MASTBAUM JULES E AVTS,13,41,10.5,2019
3855,MASTERMAN JULIA R SEC SCH,11.1,29.5,28.4,2019
3857,MOTIVATION HS,9.3,43.9,2.4,2019
7782,NORTHEAST HS,31.8,8.5,27.6,2019
6548,OVERBROOK HS,5.2,88,6.3,2019
7808,PARKWAY CENTER CITY MIDDLE COLLEGE,62.4,32.3,13.7,2019
7780,PARKWAY NORTHWEST,21.2,34,20.3,2019
8293,PARKWAY WEST,28.8,48.6,21.3,2019
8385,PAUL ROBESON HS FOR HUMAN SERVICES,31.4,37.3,,2019
8386,PENN TREATY SCH,20.5,,0,2019
7850,PHILADELPHIA LEARNING ACADEMY - NORTH,,0,16.7,2019
7813,PHILADELPHIA LEARNING ACADEMY - SOUTH,0,47.4,0,2019
3844,PHILADELPHIA MILITARY ACAD AT ELVERSON,39.5,23.8,3.7,2019
3861,RANDOLPH A. PHILIP AVT HS,7,18.7,22.6,2019
7245,ROXBOROUGH HS,8,40,10.8,2019
7903,SAUL W B AGRICULTURAL SCHOOL,29.8,16.7,11.1,2019
7906,SAYRE WILLIAM L MS,6.8,21.7,48.7,2019
3859,SCHOOL OF THE FUTURE,4.8,68.1,4,2019
7255,SCIENCE LEADERSHIP ACADEMY,48.7,7.7,9.1,2019
7072,SOUTH PHILADELPHIA HS,7.7,20.6,14.7,2019
8331,STRAWBERRY MANSION HS,2.4,41.2,2.9,2019
8330,SWENSON ARTS & TECHNOLOGY HS,32,14.3,33.6,2019
8298,THE LINC,10.8,68.7,13.6,2019
8329,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,28.4,37,0,2019
6527,THE SD OF PHILADELPHIA VIRTUAL ACADEMY,20,16,17.4,2019
3860,THE U SCHOOL: INNOVATIVE LAB,0,19.6,10.1,2019
3728,THE WORKSHOP SCHOOL,7.7,43.4,,2019
7737,WASHINGTON GEORGE HS,23,17.2,21.8,2019
7647,WEST PHILADELPHIA HS,9,,42.2,2019
7540,WIDENER MEMORIAL SCH,,57.3,32.1,2019
8083,PHILADELPHIA ELECTRICAL & TECH CHS,28.2,59.7,22,2019
8126,PHILADELPHIA PERFORMING ARTS CS,42.6,62.6,25.3,2019
8359,PREPARATORY CS OF MATH SCIENCE TECH AND CAREERS,24.5,68.3,26,2019
8195,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,26.8,40,18.5,2019
5261,TACONY ACADEMY CHARTER SCHOOL,35.4,52.9,38.3,2019
4310,TECH FREIRE CS,14.4,45.7,43.3,2019
6222,UNIVERSAL AUDENRIED CHARTER SCHOOL,14.5,68.3,63.6,2019
3869,DELAWARE VALLEY HS,54.3,65.9,53.7,2019
6223,WALLENPAUPACK AREA HS,41,,29.4,2019
3875,AUSTIN AREA JSHS,45.5,70.9,54.8,2019
3877,COUDERSPORT AREA JSHS,50.9,47.1,45.8,2019
3891,GALETON AREA SCH,41.2,67.6,32.3,2019
8161,NORTHERN POTTER JSHS,46.2,70.8,18.2,2019
8403,OSWAYO VALLEY HS,37.5,66.3,38.5,2019
6583,BLUE MOUNTAIN HS,43.4,,46.5,2019
3883,GILLINGHAM CHARTER SCHOOL,,46.2,35.8,2019
3910,MAHANOY AREA JSHS,23.1,52.9,65.5,2019
3924,MINERSVILLE AREA JSHS,46.5,63.3,43.3,2019
5264,NORTH SCHUYLKILL JSHS,34.2,55.9,50.5,2019
3940,PINE GROVE AREA HS,53.2,64.2,32.4,2019
5070,POTTSVILLE AREA HS,43.2,68.8,29.9,2019
3957,SCHUYLKILL HAVEN SHS,43,45.8,40,2019
3914,SHENANDOAH VALLEY JSHS,23.6,60.5,57.7,2019
3962,TAMAQUA AREA SHS,37.2,60,44.1,2019
3969,TRI-VALLEY JSHS,56,66.7,51,2019
6207,WILLIAMS VALLEY JSHS,33.3,65,61,2019
3978,MIDD-WEST HS,45,59.5,38.8,2019
3994,SELINSGROVE AREA HS,54.3,73.2,48.5,2019
3988,BERLIN BROTHERSVALLEY SHS,46.3,65.2,50,2019
6210,CONEMAUGH TWP AREA MS/SHS,38.8,69.1,65.1,2019
4002,MEYERSDALE AREA HS,44.1,67.6,40,2019
4006,NORTH STAR HS,47.9,72.1,50,2019
6800,ROCKWOOD AREA JSHS,65.1,68.4,25,2019
8274,SALISBURY-ELK LICK JSHS,50,72.7,42.8,2019
6660,SHADE JSHS,40.9,53.6,,2019
6216,SHANKSVILLE-STONYCREEK HS,39.3,69,30.8,2019
4026,SOMERSET AREA JR-SR HS,52.4,,71.4,2019
4030,SOMERSET COUNTY TECHNOLOGY CENTER,,61.5,55.9,2019
4034,TURKEYFOOT VALLEY AREA JSHS,50,70.2,53.8,2019
6418,WINDBER AREA HS,41.7,85.3,45.2,2019
6419,SULLIVAN CO JSHS,54.5,63.6,29.3,2019
4044,BLUE RIDGE HS,54.5,68.5,47.7,2019
4049,ELK LAKE JSHS,47.2,52.5,43.9,2019
4054,FOREST CITY REGIONAL HS,43.6,77.3,40.4,2019
7106,MONTROSE AREA JSHS,51.7,76.9,,2019
4058,MOUNTAIN VIEW JSHS,49.2,64.7,33.3,2019
6373,SUSQUEHANNA COMMUNITY JSHS,36,,28.8,2019
4064,SUSQUEHANNA COUNTY CTC,,65.7,33.3,2019
4068,COWANESQUE VALLEY JSHS,39.4,47.8,34.4,2019
4080,WILLIAMSON SHS,28.8,51.3,40,2019
4085,NORTH PENN-LIBERTY JSHS,35.9,55.3,37.8,2019
4091,NORTH PENN-MANSFIELD JSHS,38,62.9,52.2,2019
5355,WELLSBORO AREA HS,51,73.6,,2019
4098,LEWISBURG HS,40.7,60.9,44.7,2019
4106,MIFFLINBURG AREA SHS,54.3,,40.7,2019
4931,SUN AREA TECHNICAL INSTITUTE,,68.2,47.3,2019
1668,CRANBERRY AREA JSHS,50.6,62.2,49.6,2019
4126,FRANKLIN AREA JSHS,42.2,66.7,50,2019
5162,OIL CITY SHS,56.8,64.3,,2019
7833,TITUSVILLE SHS,66.7,61.7,59.3,2019
4143,ROCKY GROVE JSHS,60,,46.3,2019
4146,VENANGO TECHNOLOGY CENTER,,66.7,43.5,2019
4149,TIDIOUTE COMMUNITY CS,48.1,67.6,32.7,2019
4135,EISENHOWER M/HS,40.3,58.7,42.6,2019
4165,SHEFFIELD M/HS,44.4,55.6,46.9,2019
4188,WARREN AREA HS,29.6,55.1,32.1,2019
4181,YOUNGSVILLE HS,44.4,66.7,42.6,2019
4195,AVELLA AREA JSHS,46.7,69.1,30.9,2019
4203,BENTWORTH SHS,46.9,58.9,47.9,2019
4217,BETHLEHEM-CENTER SHS,40.2,50.6,36,2019
4715,BURGETTSTOWN MS/HS,45.5,60,44.7,2019
4235,CALIFORNIA AREA SHS,44.3,67.3,58.2,2019
4242,CANON-MCMILLAN SHS,43.6,64.1,47.7,2019
4249,CHARLEROI AREA HS,46.6,67.1,53.3,2019
6635,CHARTIERS-HOUSTON JSHS,38,62.8,,2019
5083,FORT CHERRY JSHS,39.3,61,35.3,2019
7019,MCGUFFEY HS,41.3,,47.3,2019
6012,MON VALLEY CTC,,72.1,55,2019
4286,PETERS TWP HS,38.8,54.5,23.7,2019
6609,RINGGOLD SHS,39.5,70.6,,2019
4295,TRINITY SHS,41,62.2,41.7,2019
6704,WASHINGTON HS,46.4,,41.7,2019
4930,WESTERN AREA CTC,,61.4,27,2019
4340,HONESDALE HS,42.1,63,23.8,2019
4352,WESTERN WAYNE HS,35.9,64,37.6,2019
7550,BELLE VERNON AREA HS,38.7,57.3,69.2,2019
6174,BURRELL HS,44.4,63.3,,2019
4360,DERRY AREA SHS,50.4,46.2,36.5,2019
4845,DR ROBERT KETTERER CS INC,38.5,,44,2019
4373,EASTERN WESTMORELAND CTC,,63.5,51.6,2019
4404,FRANKLIN REGIONAL SHS,28.5,62.7,44,2019
8421,GREATER LATROBE SHS,34.7,70.8,34.7,2019
4431,GREENSBURG-SALEM HS,51.3,62.4,43.7,2019
4442,HEMPFIELD AREA SHS,51.8,50,35.3,2019
6181,JEANNETTE HS,32.4,64.5,22.4,2019
4458,KISKI AREA HS,41.5,67.1,47.1,2019
8323,LIGONIER VALLEY HS,47.9,31.3,34.7,2019
6816,MONESSEN SHS,24,61.8,,2019
4717,MOUNT PLEASANT AREA HS,48.9,46.3,38.8,2019
6648,VALLEY JSHS,31.7,,52.5,2019
6191,NORTHERN WESTMORELAND CTC,,65.1,34.4,2019
4735,NORWIN SHS,46.3,74,39.3,2019
4528,PENN TRAFFORD HS,70,64.8,37.5,2019
5271,SOUTHMORELAND SHS,50.4,65.2,35.7,2019
4545,YOUGH SHS,36.3,47.5,34,2019
4553,LACKAWANNA TRAIL JSHS,35.4,53.8,34.5,2019
4558,TUNKHANNOCK HS,35.4,58.2,50.9,2019
4564,CENTRAL YORK HS,32,54.5,46.9,2019
4571,DALLASTOWN AREA SHS,35.3,69.9,41.7,2019
4577,DOVER AREA HS,51.9,73.3,43.9,2019
6345,EASTERN YORK HS,48.1,62.9,42,2019
4598,HANOVER SHS,47.1,65.4,38.3,2019
4602,NORTHEASTERN SHS,48.5,62.7,38.7,2019
4608,NORTHERN HS,49.3,56.8,45.7,2019
4614,RED LION AREA SHS,37.9,77.8,45.6,2019
4623,KENNARD-DALE HS,42.1,71.2,48.6,2019
1732,SOUTH WESTERN SHS,37.8,63.9,42.1,2019
4704,SUSQUEHANNOCK HS,58.1,73,43.8,2019
6705,SPRING GROVE AREA HS,63,64,50,2019
4647,CEDAR CLIFF HS,55.5,66.5,15.9,2019
5168,RED LAND SHS,53.4,70.2,46,2019
4658,WEST YORK AREA HS,41.3,31.5,36.4,2019
8471,ADAMS COUNTY TECHNICAL INSTITUTE,,,,2021
3,BERMUDIAN SPRINGS HS,42.2,86.2,16.7,2021
17,NEW OXFORD SHS,43.6,14.3,12.5,2021
6269,FAIRFIELD AREA HS,37.3,27.3,37.5,2021
6271,GETTYSBURG AREA HS,42.3,,14.8,2021
14,LITTLESTOWN SHS,42.8,,31.7,2021
21,BIGLERVILLE HS,36.3,,16.7,2021
5273,A W BEATTIE CAREER CENTER,,,,2021
29,SPRINGDALE JSHS,42.6,,35.7,2021
5199,AVONWORTH HS,32.5,,42,2021
50,BALDWIN SHS,29.6,,30.5,2021
62,BETHEL PARK HS,47.5,,31.3,2021
70,BRENTWOOD SHS,37.8,36.4,39,2021
79,CARLYNTON JSHS,30,,28.9,2021
6706,CHARTIERS VALLEY HS,38.3,50.9,34,2021
8094,CLAIRTON MS/HS,22.4,,15.8,2021
8087,CORNELL HS,31.4,,26.9,2021
513,DEER LAKES HS,33.8,,38.1,2021
8340,EAST ALLEGHENY JSHS,24.4,21.4,31.1,2021
144,ELIZABETH FORWARD SHS,44.8,,28.2,2021
5016,FORBES ROAD CTC,7.7,76.9,41,2021
156,FOX CHAPEL AREA HS,31.4,,16.7,2021
170,GATEWAY SHS,34.7,,23.2,2021
5190,HAMPTON HS,43.7,,13.7,2021
5153,HIGHLANDS SHS,40.2,,36.1,2021
5112,KEYSTONE OAKS HS,40.6,,23.6,2021
6105,MCKEESPORT AREA SHS,15.5,28.6,37.4,2021
6672,MCKEESPORT AREA TECH CTR,,66.5,8,2021
5017,MONTOUR HS,45.9,,,2021
4951,MOON SHS,44.9,23.5,45.1,2021
254,MT LEBANON SHS,44.3,,17.4,2021
8305,NORTH ALLEGHENY HS,39.5,33.3,36.4,2021
7101,NORTH HILLS SHS,40.6,,28.7,2021
53,NORTHGATE MSHS,47.6,81.4,37.3,2021
5274,PARKWAY WEST CTC,,,,2021
8308,PASSPORT ACADEMY CS,,,,2021
309,PENN HILLS SHS,31.8,,32.6,2021
7821,PENNSYLVANIA DISTANCE LEARNING CS,16.7,,32.4,2021
315,PINE-RICHLAND HS,39.4,0,51.4,2021
8203,ACADEMY AT WESTINGHOUSE,3,,3.6,2021
409,PITTSBURGH ALLDERDICE HS,35.9,,29.6,2021
6915,PITTSBURGH BRASHEAR HS,27.5,,24.3,2021
8106,PITTSBURGH CAPA 6-12,50.8,,49.2,2021
412,PITTSBURGH CARRICK HS,33.3,0,40.9,2021
8110,PITTSBURGH MILLIONES 6-12,4.3,,,2021
8105,PITTSBURGH OBAMA 6-12,28.4,,31.8,2021
8300,PITTSBURGH ONLINE ACADEMY,12.5,,,2021
416,PITTSBURGH PERRY HS,0,,,2021
8107,PITTSBURGH SCIENCE AND TECHNOLOGY ACADEMY 6-12,43.7,26.7,33.3,2021
435,PLUM SHS,40.8,,39.6,2021
8129,PROPEL CS-BRADDOCK HILLS,47.8,,,2021
7772,PROPEL CS-HOMESTEAD,36.4,0,,2021
7832,PROPEL CS-MONTOUR,18.2,,40.7,2021
448,QUAKER VALLEY HS,41.9,,30.9,2021
6928,RIVERVIEW JSHS,37.8,,41.5,2021
460,SHALER AREA HS,42.1,,46.9,2021
8459,SOUTH ALLEGHENY HS,33,,44.7,2021
470,SOUTH FAYETTE TWP HS,35.1,,10.3,2021
467,SOUTH PARK SHS,26.4,,,2021
7648,SPECTRUM CS,,,,2021
6113,STEEL CENTER FOR CAREER AND TECHNICAL EDUCATION,,,50,2021
196,STEEL VALLEY SHS,42.2,,,2021
477,STO-ROX JSHS,18.2,32.3,0,2021
7846,THE NEW ACADEMY CS,0,,27.1,2021
492,UPPER SAINT CLAIR HS,34.3,,47.7,2021
7562,URBAN PATHWAYS 6-12 CS,12.1,10.5,45.1,2021
509,WEST ALLEGHENY SHS,31.6,,34.5,2021
523,THOMAS JEFFERSON HS,41.4,,25,2021
536,WEST MIFFLIN AREA HS,43.4,,28.1,2021
8392,WESTINGHOUSE ARTS ACADEMY CS,32.3,,56.7,2021
107,WOODLAND HILLS HS,30.7,,2.2,2021
2320,APOLLO-RIDGE HS,43.1,,0,2021
8342,ARMSTRONG JSHS,61.3,,,2021
7640,WEST SHAMOKIN JSHS,65.1,27.3,47.6,2021
594,FREEPORT AREA SHS,42.6,0,32.7,2021
7923,LEECHBURG AREA HS,61,23.1,3.7,2021
4807,LENAPE TECH,49,,34.5,2021
8086,ALIQUIPPA JSHS,19,,32.1,2021
6555,AMBRIDGE AREA HS,30.3,,,2021
640,BEAVER AREA SHS,46.8,,50.9,2021
6985,BEAVER COUNTY CTC,,0,41.9,2021
649,BEAVER FALLS AREA SHS,27.1,,42.9,2021
6707,BLACKHAWK HS,50.8,,53.3,2021
8044,CENTRAL VALLEY HS,33.3,8.2,46.3,2021
6563,FREEDOM AREA SHS,30.5,,39.8,2021
675,HOPEWELL SHS,54.5,,51.9,2021
7859,LINCOLN PARK PERFORMING ARTS CS,29,12,27,2021
695,NEW BRIGHTON AREA HS,39.5,,,2021
7650,PENNSYLVANIA CYBER CS,26.2,24,30.2,2021
700,RIVERSIDE HS,27.3,,42.9,2021
8000,ROCHESTER HIGH SCHOOL,31.7,,55.6,2021
714,SOUTH SIDE HS,28.8,,,2021
719,WESTERN BEAVER CO JSHS,40.5,,17.6,2021
726,BEDFORD SHS,41.6,,,2021
7096,BEDFORD COUNTY TECHNICAL CENTER,,,46.9,2021
732,CHESTNUT RIDGE SHS,55.7,,44,2021
7897,EVERETT AREA HS,57.5,,32.3,2021
8154,HOPE FOR HYNDMAN CS,41.7,,,2021
8436,NORTHERN BEDFORD COUNTY HS,68,,39.3,2021
753,TUSSEY MOUNTAIN HS,39.1,,,2021
820,ANTIETAM MS/HS,17.2,64.8,21.6,2021
6304,BERKS CTC-EAST CAMPUS,,,41.6,2021
7068,BERKS CTC-WEST CAMPUS,,6.7,33.3,2021
6306,BOYERTOWN AREA SHS,38.2,,,2021
6308,BRANDYWINE HEIGHTS HS,28.9,20,44.5,2021
777,CONRAD WEISER HS,36.8,,24.1,2021
4810,DANIEL BOONE AREA HS,41.5,,,2021
788,EXETER TWP SHS,34.5,,36.1,2021
5023,FLEETWOOD SHS,29.3,,36.7,2021
802,GOVERNOR MIFFLIN SHS,37.4,,,2021
808,HAMBURG AREA HS,46.3,,37.4,2021
816,KUTZTOWN AREA SHS,44.2,,41.9,2021
6610,MUHLENBERG HS,29.4,,42.5,2021
6318,OLEY VALLEY SHS,40.2,,40,2021
5275,READING MUHLENBERG CTC,,,31.5,2021
8116,READING SHS,18.5,,30.8,2021
864,SCHUYLKILL VALLEY HS,41.6,,40.5,2021
4670,TULPEHOCKEN JSHS,33.7,,,2021
