school_number,number_of_students,number_of_low_income_students,year
7931,246,117,2019
7566,45,6,2019
3263,429,335,2019
3265,898,592,2019
3321,782,596,2019
5080,399,370,2019
3318,362,284,2019
3408,626,485,2019
6729,"1,834","1,225",2019
5253,531,343,2019
8313,269,172,2019
6998,147,119,2019
3320,777,612,2019
7364,526,428,2019
263,519,13,2019
5108,697,85,2019
265,376,10,2019
6603,379,48,2019
266,468,19,2019
270,497,21,2019
7346,914,33,2019
7379,814,30,2019
268,772,93,2019
8305,"2,690",182,2019
269,428,54,2019
7151,65,,2019
5139,336,124,2019
1489,295,120,2019
4946,327,169,2019
6145,491,187,2019
6144,382,204,2019
7360,429,189,2019
8142,620,163,2019
8052,702,146,2019
6106,709,197,2019
7101,"1,279",336,2019
291,671,119,2019
290,520,197,2019
4958,"1,046",378,2019
7406,532,81,2019
6907,393,69,2019
4831,580,202,2019
7314,566,95,2019
5344,479,282,2019
3379,532,184,2019
3309,599,339,2019
3275,542,189,2019
4830,680,107,2019
5345,"3,005","1,020",2019
3325,415,88,2019
3280,509,287,2019
3322,886,193,2019
3324,"1,261",517,2019
3323,926,326,2019
7407,574,138,2019
3278,286,118,2019
8097,264,56,2019
8098,574,224,2019
2446,934,320,2019
8099,440,162,2019
5233,752,297,2019
7950,"1,032",464,2019
3883,968,444,2019
4837,403,213,2019
7259,343,178,2019
3988,327,166,2019
7430,868,373,2019
5062,497,235,2019
3499,491,167,2019
3500,396,103,2019
3505,"1,851",573,2019
5258,"1,336",471,2019
5209,360,205,2019
964,366,220,2019
0,138,104,2019
4572,266,105,2019
7375,245,92,2019
4578,647,270,2019
4577,"1,153",433,2019
5272,369,183,2019
7962,483,216,2019
7644,472,215,2019
4576,257,142,2019
7167,423,177,2019
8436,279,116,2019
8435,194,82,2019
6859,325,194,2019
6201,366,154,2019
6860,286,147,2019
2758,169,70,2019
2755,193,69,2019
2757,504,207,2019
2756,183,60,2019
8310,542,214,2019
2760,681,248,2019
6829,233,113,2019
2818,476,210,2019
2813,364,187,2019
6727,474,235,2019
6931,305,183,2019
3875,219,142,2019
6908,403,220,2019
6371,315,204,2019
4058,352,183,2019
4060,504,332,2019
4057,382,216,2019
6373,547,273,2019
6816,425,243,2019
4579,464,66,2019
4581,324,117,2019
6345,"1,034",229,2019
6346,785,191,2019
7572,475,108,2019
4580,234,70,2019
30,272,157,2019
6977,353,189,2019
53,446,232,2019
6353,265,171,2019
2958,485,222,2019
2955,292,161,2019
2956,233,127,2019
0,257,3,2019
6449,421,106,2019
2821,727,122,2019
7353,510,110,2019
2819,394,68,2019
5144,361,190,2019
6146,375,258,2019
6745,418,237,2019
2070,194,105,2019
7856,766,506,2019
8101,574,118,2019
7758,842,197,2019
4482,864,190,2019
4717,"1,609",299,2019
7757,438,178,2019
5270,462,106,2019
7716,471,51,2019
1414,"1,101",428,2019
1413,310,154,2019
8004,351,156,2019
7656,447,204,2019
4115,412,202,2019
7215,599,329,2019
4931,574,270,2019
8235,180,85,2019
4116,103,29,2019
2448,532,275,2019
2449,418,177,2019
7378,667,221,2019
6319,386,131,2019
6318,553,157,2019
8205,"1,986","1,464",2019
3876,217,144,2019
3877,98,51,2019
7753,86,50,2019
3106,288,162,2019
3107,303,162,2019
7304,555,120,2019
7198,573,156,2019
7197,573,83,2019
6487,625,153,2019
1406,"1,656",274,2019
5010,936,153,2019
7994,577,45,2019
8063,484,198,2019
8064,538,201,2019
6624,228,90,2019
6623,492,218,2019
1420,"1,292",413,2019
1418,577,210,2019
7063,225,60,2019
1094,551,120,2019
7312,336,91,2019
1091,221,65,2019
6456,166,43,2019
4734,469,121,2019
7140,301,104,2019
7993,184,92,2019
7172,449,206,2019
1319,334,104,2019
2761,362,81,2019
8157,598,110,2019
8162,249,87,2019
2765,888,196,2019
2766,"1,150",200,2019
2764,369,102,2019
7985,755,594,2019
1322,498,335,2019
8349,432,257,2019
8348,692,322,2019
2824,623,152,2019
4672,594,187,2019
8141,657,116,2019
2823,379,91,2019
6801,403,91,2019
2827,471,177,2019
7604,967,322,2019
2829,"3,199",859,2019
2826,608,142,2019
2825,430,159,2019
7603,"1,296",334,2019
5274,882,391,2019
8308,167,143,2019
6439,501,156,2019
3511,395,179,2019
5351,595,255,2019
1213,559,219,2019
7139,228,112,2019
6990,506,225,2019
6202,114,57,2019
1255,216,116,2019
8160,422,201,2019
5019,997,726,2019
8327,"1,162",822,2019
309,"1,137",746,2019
7141,619,261,2019
2516,319,123,2019
2629,335,138,2019
2626,616,334,2019
2627,316,90,2019
7410,492,211,2019
2628,329,131,2019
5238,376,144,2019
2633,"1,632",648,2019
2634,399,174,2019
1630,448,233,2019
1629,410,172,2019
6137,461,213,2019
6942,464,191,2019
7278,450,159,2019
6136,446,152,2019
1911,479,114,2019
1910,349,97,2019
5143,816,227,2019
1912,277,99,2019
5223,405,64,2019
1915,"1,050",286,2019
1053,455,75,2019
1054,407,60,2019
1055,417,91,2019
1097,466,196,2019
4681,627,125,2019
1100,"2,338",468,2019
7957,622,107,2019
1099,452,145,2019
1098,352,95,2019
1052,431,72,2019
7260,365,101,2019
7028,369,200,2019
2345,423,205,2019
1347,228,83,2019
1346,118,61,2019
6847,426,158,2019
6231,657,220,2019
7519,553,39,2019
7308,707,188,2019
4853,557,34,2019
1111,582,113,2019
7465,276,76,2019
1109,399,76,2019
1107,449,143,2019
1106,412,122,2019
1101,418,143,2019
4682,"2,940",642,2019
1116,787,195,2019
1102,489,37,2019
8441,11,6,2019
1112,363,124,2019
1113,964,231,2019
7650,"9,840","3,405",2019
7821,811,347,2019
7819,"3,055","1,349",2019
7687,"1,996","1,121",2019
6185,439,105,2019
6186,249,52,2019
4490,390,76,2019
4492,582,109,2019
6648,"1,299",215,2019
6187,325,31,2019
7111,187,66,2019
6189,333,71,2019
7685,535,410,2019
8037,503,297,2019
2649,470,226,2019
6300,230,118,2019
2648,296,149,2019
7459,563,70,2019
3328,"1,803",272,2019
3326,731,101,2019
7794,580,129,2019
7766,493,136,2019
7554,670,61,2019
3327,548,90,2019
7770,585,491,2019
7594,672,36,2019
7393,887,63,2019
5083,"1,371",115,2019
4256,610,36,2019
4255,439,16,2019
7587,"1,166",535,2019
7904,"1,061",490,2019
7256,449,176,2019
5292,491,421,2019
3758,988,716,2019
6823,435,312,2019
7024,320,210,2019
3804,489,398,2019
3805,292,146,2019
8039,647,217,2019
3618,489,254,2019
6824,"1,501",714,2019
8029,609,501,2019
3732,641,493,2019
3847,552,382,2019
5183,607,513,2019
3662,429,360,2019
3663,417,341,2019
7070,603,350,2019
3620,349,277,2019
3745,792,476,2019
3684,399,312,2019
6529,609,426,2019
3601,466,392,2019
8332,350,229,2019
7230,854,605,2019
7023,911,359,2019
3602,500,386,2019
7404,431,346,2019
3848,"2,412",890,2019
3622,546,418,2019
6767,386,320,2019
3782,473,387,2019
3760,516,217,2019
7905,385,234,2019
6525,330,242,2019
5122,464,218,2019
7239,434,356,2019
5123,505,424,2019
6996,736,283,2019
3762,330,214,2019
3706,473,349,2019
7175,833,695,2019
4727,979,472,2019
3786,472,411,2019
3763,842,611,2019
3841,804,628,2019
3726,249,119,2019
5040,570,480,2019
3687,261,212,2019
3849,"1,089",821,2019
3688,686,593,2019
3738,327,248,2019
3709,351,293,2019
7235,"1,186",719,2019
7226,580,426,2019
3816,962,600,2019
3751,641,489,2019
7368,675,501,2019
3739,752,541,2019
6913,272,203,2019
3781,875,501,2019
3764,"1,182",828,2019
3765,528,244,2019
3803,"1,359",648,2019
3850,913,605,2019
3851,380,282,2019
7231,799,599,2019
6822,919,528,2019
3708,594,373,2019
3818,721,413,2019
7664,626,200,2019
3625,228,201,2019
3776,394,325,2019
3843,766,440,2019
4726,833,237,2019
5186,688,92,2019
5120,395,249,2019
5185,522,420,2019
7242,774,583,2019
6528,485,365,2019
5125,479,414,2019
3712,520,203,2019
5187,489,413,2019
7229,692,361,2019
3766,708,498,2019
3742,854,638,2019
3713,368,222,2019
3743,259,203,2019
3693,591,501,2019
3642,599,328,2019
7227,287,193,2019
5041,783,355,2019
3714,515,193,2019
7963,"1,096",835,2019
3645,293,238,2019
3626,321,277,2019
5294,512,432,2019
8389,480,416,2019
7852,526,403,2019
8388,494,363,2019
7855,464,358,2019
7228,482,361,2019
6675,532,376,2019
3647,559,413,2019
3670,452,300,2019
7811,350,174,2019
3744,708,536,2019
6530,566,408,2019
3664,420,306,2019
3845,"2,017","1,245",2019
3717,395,253,2019
4732,446,387,2019
4961,920,513,2019
3718,354,303,2019
6533,366,313,2019
7232,733,559,2019
3694,273,214,2019
3797,377,304,2019
7521,736,591,2019
3842,634,481,2019
3808,"1,207",221,2019
3769,"2,214","1,406",2019
3648,691,249,2019
3719,345,225,2019
6534,665,537,2019
3629,357,293,2019
5293,439,369,2019
3611,368,313,2019
3630,375,341,2019
6768,669,459,2019
3649,538,74,2019
7022,260,187,2019
3720,358,259,2019
3798,467,394,2019
3697,291,209,2019
3770,"1,160",723,2019
4868,237,196,2019
3749,688,515,2019
6535,526,430,2019
7815,378,253,2019
7522,648,544,2019
3650,543,318,2019
3855,"3,483","1,942",2019
3750,874,606,2019
6960,286,163,2019
7472,230,177,2019
3857,481,339,2019
7782,490,253,2019
6548,277,162,2019
7808,321,202,2019
3613,496,391,2019
7780,313,226,2019
3675,353,293,2019
7706,571,149,2019
8293,509,401,2019
3722,414,336,2019
3616,458,336,2019
8385,40,32,2019
8386,87,64,2019
7850,315,227,2019
3801,616,357,2019
5121,492,410,2019
3783,243,148,2019
6765,566,426,2019
7813,371,272,2019
3771,646,411,2019
3614,456,383,2019
8292,486,410,2019
3701,512,391,2019
8296,468,394,2019
3724,412,320,2019
3844,783,511,2019
3668,290,191,2019
6539,382,279,2019
3861,514,272,2019
7245,416,297,2019
7903,560,392,2019
7906,499,149,2019
8387,358,188,2019
3653,513,374,2019
3725,500,228,2019
3702,164,145,2019
3800,557,454,2019
3773,"1,251",811,2019
3859,643,431,2019
3654,933,658,2019
3655,297,225,2019
7234,"1,391",996,2019
3635,322,206,2019
4963,523,439,2019
3727,448,381,2019
7255,169,132,2019
3753,612,508,2019
7072,627,331,2019
3657,504,368,2019
3755,503,430,2019
8331,216,151,2019
8298,525,0,2019
8330,604,259,2019
8329,241,180,2019
8328,227,166,2019
8297,386,300,2019
8294,404,266,2019
8440,310,250,2019
3835,485,365,2019
7225,279,237,2019
6527,"1,410",702,2019
7663,583,404,2019
3615,285,225,2019
5124,677,565,2019
3703,338,289,2019
3860,419,308,2019
3728,143,88,2019
6544,677,575,2019
7253,"1,430",874,2019
5188,375,334,2019
7233,554,380,2019
7737,594,392,2019
8454,154,98,2019
7828,198,146,2019
7647,"2,600","1,687",2019
6239,254,132,2019
1555,372,204,2019
1560,480,224,2019
8301,520,246,2019
1430,297,152,2019
8395,494,133,2019
1426,"1,189",358,2019
1425,981,285,2019
8396,640,193,2019
4841,514,111,2019
3910,522,209,2019
5262,536,228,2019
3909,514,216,2019
7999,"1,060",49,2019
7998,334,12,2019
315,"1,463",68,2019
314,718,37,2019
7997,423,26,2019
7996,538,12,2019
8203,696,594,2019
409,"1,468",537,2019
7616,172,145,2019
7615,695,445,2019
7878,399,369,2019
7886,165,136,2019
7889,349,297,2019
7501,277,160,2019
6019,378,266,2019
6915,"1,184",794,2019
7868,473,218,2019
8106,879,215,2019
326,568,324,2019
412,700,474,2019
7913,191,131,2019
7692,318,199,2019
6022,918,216,2019
330,505,357,2019
6811,192,127,2019
6024,464,219,2019
8204,726,626,2019
6026,375,254,2019
400,199,179,2019
6028,391,179,2019
7880,432,405,2019
8255,545,482,2019
6042,396,268,2019
7870,230,204,2019
6044,242,164,2019
7871,215,191,2019
7881,292,181,2019
8108,254,230,2019
8110,322,287,2019
363,343,241,2019
351,350,76,2019
365,621,514,2019
8105,851,425,2019
6047,83,73,2019
8300,112,0,2019
416,361,279,2019
395,266,149,2019
6664,62,35,2019
7742,266,204,2019
379,233,159,2019
8107,589,232,2019
7693,365,229,2019
7888,433,332,2019
7916,63,55,2019
7362,144,123,2019
7039,313,226,2019
7884,284,198,2019
7876,171,157,2019
7694,200,112,2019
7877,246,175,2019
7885,201,130,2019
7502,181,116,2019
7730,444,264,2019
6385,"1,064",520,2019
5058,"1,000",448,2019
6622,691,367,2019
7434,"1,187",546,2019
3210,"1,499",523,2019
7660,"1,008",451,2019
7183,699,279,2019
427,481,121,2019
8354,611,138,2019
5105,591,136,2019
7193,728,150,2019
435,"1,162",254,2019
7482,760,471,2019
8236,"1,107",806,2019
3216,"1,323",575,2019
8010,607,292,2019
7738,"1,641","1,075",2019
7867,803,558,2019
7739,"1,017",416,2019
8281,878,412,2019
3214,644,371,2019
7055,508,314,2019
3111,396,195,2019
7984,460,233,2019
1270,409,193,2019
3334,719,330,2019
6746,773,316,2019
3338,"1,031",391,2019
3337,423,184,2019
3336,279,97,2019
3345,356,285,2019
3339,336,212,2019
3341,347,243,2019
3346,956,667,2019
3348,835,484,2019
3342,386,268,2019
3915,772,492,2019
5265,751,453,2019
3924,941,449,2019
8260,203,201,2019
7540,629,423,2019
8306,265,232,2019
8129,873,699,2019
7848,391,259,2019
7772,541,452,2019
7831,379,323,2019
7832,741,558,2019
8193,376,318,2019
8218,264,225,2019
8362,278,122,2019
8437,"1,085",749,2019
6165,864,524,2019
6893,464,290,2019
2350,380,244,2019
6108,426,65,2019
6852,387,77,2019
448,629,114,2019
447,476,78,2019
8410,422,127,2019
1122,391,136,2019
7836,519,144,2019
1128,"1,703",479,2019
5132,309,161,2019
1121,412,143,2019
4965,857,245,2019
7630,377,92,2019
6510,509,34,2019
7697,659,58,2019
6511,862,83,2019
1921,"1,196",138,2019
6512,573,95,2019
8366,"3,393","1,731",2019
5275,"1,118",935,2019
840,839,825,2019
8117,"2,001","1,916",2019
844,314,308,2019
852,636,601,2019
8247,578,518,2019
858,"1,082",989,2019
5206,568,561,2019
856,889,851,2019
8116,"4,724","4,484",2019
845,750,684,2019
5028,485,453,2019
855,723,710,2019
8457,690,657,2019
5026,585,565,2019
7484,418,406,2019
5027,532,508,2019
832,661,588,2019
5025,527,475,2019
831,493,463,2019
6837,320,142,2019
8050,655,263,2019
4593,383,107,2019
4595,509,329,2019
4589,248,105,2019
5362,440,180,2019
4597,880,396,2019
4598,"1,483",594,2019
8275,134,81,2019
1495,480,180,2019
8168,359,159,2019
8169,248,135,2019
7636,"1,058",281,2019
3164,537,240,2019
3165,481,240,2019
7684,395,164,2019
1278,785,245,2019
7941,732,236,2019
7413,378,185,2019
1989,237,93,2019
6805,178,93,2019
1925,499,172,2019
5043,229,185,2019
1926,370,154,2019
1928,381,117,2019
4705,411,133,2019
1930,280,103,2019
1934,"1,822",771,2019
7218,"1,304",612,2019
1932,310,227,2019
4268,433,163,2019
8197,590,325,2019
8103,895,391,2019
7019,851,388,2019
8189,668,276,2019
700,444,180,2019
8188,317,126,2019
5093,455,292,2019
6748,367,204,2019
2496,715,436,2019
0,166,129,2019
6928,428,149,2019
295,353,53,2019
6109,194,102,2019
7532,495,471,2019
8401,618,615,2019
7333,322,235,2019
8000,182,114,2019
8279,165,108,2019
6209,330,140,2019
6210,354,118,2019
1940,489,40,2019
7365,475,52,2019
6514,470,49,2019
1942,"1,194",179,2019
1937,418,35,2019
6625,928,142,2019
7677,696,688,2019
3930,533,361,2019
1978,95,27,2019
1991,155,79,2019
6697,577,275,2019
1992,493,226,2019
5169,664,236,2019
6864,406,184,2019
5365,395,127,2019
2833,523,158,2019
2832,260,57,2019
6818,157,79,2019
4002,113,56,2019
8083,656,471,2019
3485,704,184,2019
7210,674,192,2019
5352,750,182,2019
965,480,222,2019
6713,569,299,2019
7568,"1,313",555,2019
7331,414,187,2019
3935,271,122,2019
5264,462,213,2019
0,127,52,2019
6587,179,123,2019
7066,220,125,2019
7429,791,246,2019
864,625,181,2019
6888,681,231,2019
5149,286,237,2019
2474,464,351,2019
2476,247,233,2019
2481,730,515,2019
2455,346,304,2019
4736,417,349,2019
4858,694,564,2019
6970,425,356,2019
5232,613,454,2019
7700,861,616,2019
4952,292,199,2019
6413,"1,599","1,072",2019
2487,645,505,2019
2489,"1,122",786,2019
6791,751,539,2019
4857,322,208,2019
3968,578,252,2019
3969,838,318,2019
6817,658,281,2019
7507,539,236,2019
7013,296,193,2019
0,476,224,2019
1178,761,99,2019
1180,552,123,2019
7488,503,110,2019
4907,856,154,2019
7489,630,92,2019
1179,508,39,2019
5311,"1,120",185,2019
8318,"2,343",369,2019
8084,324,89,2019
6594,172,142,2019
4006,198,193,2019
4696,383,108,2019
5101,346,148,2019
4843,177,88,2019
458,378,101,2019
8001,899,369,2019
460,"1,296",444,2019
8002,597,214,2019
7009,851,615,2019
7893,700,391,2019
8283,329,208,2019
7892,356,204,2019
7397,150,80,2019
6800,92,33,2019
7398,66,25,2019
3173,498,336,2019
3170,308,261,2019
8093,519,355,2019
8092,330,238,2019
3171,259,227,2019
7705,460,240,2019
7387,277,145,2019
3124,394,208,2019
3938,606,483,2019
3940,472,331,2019
2706,575,240,2019
2708,511,163,2019
7741,323,221,2019
6357,286,190,2019
3567,388,121,2019
3549,358,141,2019
3569,859,310,2019
8372,678,277,2019
1724,128,28,2019
7925,482,245,2019
7924,477,235,2019
1729,844,392,2019
5221,"1,059",455,2019
7921,430,241,2019
1169,374,155,2019
1171,456,158,2019
1172,637,191,2019
6647,463,166,2019
3116,436,249,2019
3117,355,159,2019
2656,205,95,2019
7354,442,190,2019
2654,344,171,2019
2655,410,176,2019
2657,431,186,2019
2658,"1,078",449,2019
5054,384,153,2019
7481,424,223,2019
4009,503,252,2019
8274,"1,110",477,2019
6660,396,247,2019
3357,359,143,2019
3266,475,125,2019
8062,726,251,2019
4722,839,129,2019
7262,476,86,2019
8282,448,36,2019
3354,"2,139",456,2019
7752,483,85,2019
4900,456,141,2019
7638,229,24,2019
7751,652,364,2019
8459,492,258,2019
8460,368,199,2019
1177,772,211,2019
7460,527,140,2019
7718,324,92,2019
7717,556,140,2019
4599,309,100,2019
4601,238,61,2019
4602,758,171,2019
6832,397,103,2019
7699,399,108,2019
4600,394,81,2019
8263,774,78,2019
7490,879,103,2019
468,791,86,2019
470,"1,011",103,2019
6328,646,152,2019
8402,479,140,2019
1730,435,119,2019
7611,555,146,2019
7527,21,21,2019
7682,652,173,2019
6906,539,134,2019
467,584,124,2019
6568,404,116,2019
714,328,75,2019
6937,227,71,2019
4603,542,223,2019
4605,263,67,2019
6641,"1,027",365,2019
4606,545,220,2019
4608,"1,251",408,2019
4607,596,151,2019
3054,484,266,2019
7719,201,99,2019
3056,592,242,2019
6516,"1,303",993,2019
1861,656,524,2019
6505,674,572,2019
6501,779,672,2019
1943,631,527,2019
7946,283,194,2019
2271,310,175,2019
2284,247,138,2019
6900,449,137,2019
1627,391,61,2019
7668,443,103,2019
7391,391,165,2019
2253,330,128,2019
2309,158,84,2019
2310,128,53,2019
2313,628,246,2019
2312,218,100,2019
8072,394,49,2019
8073,429,61,2019
8075,713,103,2019
4808,503,82,2019
2839,"1,114",179,2019
4070,227,132,2019
4062,203,113,2019
4064,290,137,2019
4068,567,270,2019
4839,531,276,2019
4613,432,155,2019
7556,547,120,2019
6692,536,116,2019
6286,494,121,2019
4614,950,217,2019
6932,583,317,2019
8102,455,247,2019
7978,286,158,2019
6191,561,279,2019
7960,720,719,2019
7648,32,19,2019
941,569,228,2019
936,390,212,2019
8076,376,197,2019
5130,419,191,2019
4617,434,123,2019
4620,336,121,2019
4623,"1,175",324,2019
4622,626,191,2019
6725,673,187,2019
4618,676,198,2019
1949,959,177,2019
6518,679,174,2019
6519,663,96,2019
1950,"1,320",253,2019
8134,629,70,2019
3368,403,62,2019
3370,832,149,2019
3376,712,172,2019
3375,625,120,2019
7321,457,83,2019
7940,581,67,2019
3358,260,37,2019
4809,585,73,2019
3364,421,136,2019
7458,155,58,2019
3365,"1,268",211,2019
7817,655,112,2019
7818,679,120,2019
3367,"2,536",466,2019
7763,451,27,2019
1354,247,32,2019
1356,312,104,2019
1350,322,37,2019
7735,430,52,2019
1357,367,73,2019
1358,383,106,2019
